Dirección;Localidad;Teléfono;email;Entidad_Titular;Sector;servicio_id;cod_catalogo;des_catalogo;CUSEC;Seccion_id
CALLE PANDIETSA 20;VILLABLINO;987 210126;alfaem@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;PERSONAS CON DISCAPACIDAD;690;11.6;Serv. apoyo familiar-promoción autonomía personal-situaciones de dependencia y/o discapacidad;2420201003;1252
CALLE PANDIETSA 20;VILLABLINO;987 798252;villablino@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;PERSONAS CON DISCAPACIDAD;691;9.5;Servicio de promoción del conocimiento y la adquisición de habilidades;2420201003;1252
CALLE PANDIETSA 20;VILLABLINO;987 798252;villablino@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;PERSONAS CON DISCAPACIDAD;734;9.4;Servicio de promoción de la relación con el entorno;2420201003;1252
CALLE ANTONIO LÓPEZ 236;MADRID;915 261349;isantos@aebia.com;AEBIA TECNOLOGIA Y SERVICIOS S.L.;PERSONAS MAYORES;741;9.2;Servicio de promoción de hábitos y estilos de vida saludables;0000000nan;
CALLE IGLESIA (LA) 11;GUARDO;979 746342;coordinadora@saludmentalpalencia.org;ASOCIACION SALUD MENTAL PALENCIA - FEAFES PALENCIA;PERSONAS MAYORES;757;9.2;Servicio de promoción de hábitos y estilos de vida saludables;3408001002;3529
PLAZA SAN FRANCISCO (DE) 3;AVILA;920 224848;castillayleon@cruzroja.es;CRUZ ROJA ESPAÑOLA;INCLUSIÓN SOCIAL;764;26.16;Servicio de apoyo para la inclusión social;0501906012;56
CALLE SAN JUAN DE LA CRUZ 8;AVILA;920 256360;eherrero.cdavila@caritas.es;CÁRITAS DIOCESANA DE ÁVILA;TOXICOMANÍAS Y ADICCIONES;768;26.20;Serv.de intervención con menores y jóvenes con consumo problemático de drogas y sus familias;0501901002;23
CALLE PERELLO, 48;BARCELONA;691 291679;admin.sbes@sielbleu.es;FUNDACION SIEL BLEU ESPAÑA;PERSONAS MAYORES;794;9.2;Servicio de promoción de hábitos y estilos de vida saludables;0000000nan;
CALLE PERELLO Nº 48;BARCELONA;935 160463;admin.sbes@sielbleu.es;FUNDACION SIEL BLEU ESPAÑA;PERSONAS MAYORES;795;9.2;Servicio de promoción de hábitos y estilos de vida saludables;0000000nan;
CALLE DON SILVERIO VELASCO 2;ARANDA DE DUERO;947 500075;etristan@arandadeburgos.es;AYUNTAMIENTO DE ARANDA DE DUERO;POBLACIÓN GENERAL;796;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;0901803005;339
CALLE PEDRO POVEDA CASTROVERDE 3;BURGOS;947 481077;manuel@proyectohombreburgos.com;FUNDACIÓN CANDEAL;INCLUSIÓN SOCIAL;804;2.6;Serv.general de información, orientación, apoyo y seguimiento a personas drogodependientes;0905905048;450
CALLE SAN FRANCISCO 8;BURGOS;947 256219;carita.cdburgos@caritas.es;CÁRITAS DIOCESANA DE BURGOS;INCLUSIÓN SOCIAL;805;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;0905903004;391
CALLE CRUZ ROJA S/N;BURGOS;947 212311;burgos@cruzroja.es;CRUZ ROJA ESPAÑOLA;MUJER;806;1.7;Servicio de información especializada sobre violencia de género;0905905035;437
CALLE CRUZ ROJA S/N;BURGOS;947 212311;burgos@cruzroja.es;CRUZ ROJA ESPAÑOLA;PERSONAS MAYORES;807;9.3;Servicio de adquisición de competencias para la vida autónoma;0905905035;437
CALLE CABESTREROS 2C;BURGOS;947 205127;larueda@laruedaburgos.org;ASOCIACIÓN PARA LA DEFENSA DE LA MUJER LA RUEDA;MUJER;808;1.7;Servicio de información especializada sobre violencia de género;0905903004;391
CALLE PEDRO POVEDA CASTROVERDE 3;BURGOS;947 481077;manuel@proyectohombreburgos.com;FUNDACIÓN CANDEAL;TOXICOMANÍAS Y ADICCIONES;809;26.21;Servicio de asistencia sociosanitaria ambulatoria a personas con drogodependencia;0905905048;450
CALLE CRUZ ROJA S/N;BURGOS;947 212311;;CRUZ ROJA ESPAÑOLA;INCLUSIÓN SOCIAL;810;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0905905035;437
CALLE SAN JUAN 2;BURGOS;947 288800;;AYUNTAMIENTO DE BURGOS;INCLUSIÓN SOCIAL;826;26.16;Servicio de apoyo para la inclusión social;0905903004;391
CALLE DON MARIANO REVENGA 1;CASTRILLO DE LA VEGA;616 822779;marimarhontoria@outlook.es;ASOCIACIÓN DE FAMILIAS Y MUJERES DEL MEDIO RURAL DE BURGOS (AFAMMER- BURGOS);INCLUSIÓN SOCIAL;830;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;0000000nan;
CALLE RODRIGUEZ DE VALCARCEL 4;HUERTA DE REY;947 546080;direccion@saludmentalaranda.org;ASOCIACION SALUD MENTAL ARANDA;MUJER;837;29.5;Serv. atención integral mujeres víctimas violencia género discapacidad enfermedad mental grave;0917401001;618
CALLE RONDA DEL FERROCARRIL 65;MIRANDA DE EBRO;947 331983;borealmiranda@yahoo.es;ASOCIACIÓN BOREAL DE LUCHA CONTRA LA DROGA Y AYUDA AL DROGADICTO;TOXICOMANÍAS Y ADICCIONES;846;27.5;Servicio de formación y apoyo para la integración sociolaboral d personas con drogodependencia;0921904003;686
CALLE ALMACENES 18 BAJO;MIRANDA DE EBRO;947 332355;secretaria@aspodemi.es;ASPODEMI. ASOCIACION  DE PADRES Y FAMILIARES  DE PERSONAS CON DISCAPACIDAD INTELECTUAL DE  MIRANDA DE EBRO;PERSONAS CON DISCAPACIDAD;847;29.8;Servicio de atención residencial o en vivienda para personas con discapacidad;0921904003;686
CALLE CAVA 58;PEÑARANDA DE DUERO;947 552091;rdb@riberadeldueroburgalesa.com;ASOCIACIÓN PARA EL  DESARROLLO RURAL INTEGRAL DE LA RIBERA DEL DUERO BURGALESA;PERSONAS CON DISCAPACIDAD;858;27.4;Servicio de apoyo para la integración sociolaboral de las personas con discapacidad;0926101001;719
CALLE CARDENAL CISNEROS 9;ROA DE DUERO;947 546080;direccion@saludmentalaranda.org;ASOCIACION SALUD MENTAL ARANDA;PERSONAS CON DISCAPACIDAD;863;24.11;Servicio de apoyo técnico a personas en situación de dependencia y/o discapacidad.;0932101002;763
CALLE AIRES 19;VILLAHOZ;947 268620;burgos@accem.es;ACCEM;INCLUSIÓN SOCIAL;874;29.10;Servicio de alojamiento para personas sin hogar;0943701001;853
CALLE TERCIO 12;VILLALMANZO;947 562624;fademurburgos@gmail.com;"ASOCIACION DE MUJERES RURALES DE BURGOS ""AURA""- FADEMUR";MUJER;875;1.6;Servicio de información especializada sobre mujer;0944201001;858
AVENIDA FERNANDEZ LADREDA 12;LEON;636 571720;asociacionaler@gmail.com;ASOCIACION LEONESA DE ENFERMEDADES RARAS Y SIN DIAGNOSTICO (ALER);PERSONAS CON DISCAPACIDAD;914;1.8;Servicio de información especializada sobre discapacidad;2408908002;3508
AVENIDA PADRE ISLA 57;LEON;987 249956;personassordasleon@fapscl.org;ASOCIACIÓN DE PERSONAS SORDAS DE LEÓN SAN JUAN BAUTISTA;INCLUSIÓN SOCIAL;915;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;2408903010;1014
CALLE CID 24;LEON;987 252535;castillayleon@cruzroja.es;CRUZ ROJA ESPAÑOLA;INCLUSIÓN SOCIAL;916;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;2411503001;1134
CALLE CAMPOS GOTICOS (LOS) 3;LEON;987 209764;coordinacion@asociacionauryn.org;"ASOCIACION JUVENIL ""AURYN""";VOLUNTARIADO;917;1.13;Servicio de información especializada sobre voluntariado;2408908002;3508
CALLE SAN PEDRO 19;LEON;987 222590;ssvp@ssvp.es;SOCIEDAD DE SAN VICENTE DE PAUL;INCLUSIÓN SOCIAL;918;1.10;Servicio de información especializada sobre inclusión social;2408910007;1082
AVENIDA PADRE ISLA 57;LEON;987 895500;juanjose.compadre@aytoleon.es;AYUNTAMIENTO DE LEÓN;INCLUSIÓN SOCIAL;920;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;2408903010;1014
CALLE SAN PEDRO 19;LEON;987 222590;ssvp@ssvp.es;SOCIEDAD DE SAN VICENTE DE PAUL;INCLUSIÓN SOCIAL;921;29.10;Servicio de alojamiento para personas sin hogar;2408910007;1082
CALLE SAN PEDRO 19;LEON;987 222590;ssvp@ssvp.es;SOCIEDAD DE SAN VICENTE DE PAUL;INCLUSIÓN SOCIAL;922;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;2408910007;1082
CALLE SAN JUAN BOSCO 11;LEON;693 793528;coordinador@cjboscoleon.org;ASOCIACION CENTRO JUVENIL DON BOSCO;TOXICOMANÍAS Y ADICCIONES;923;11.3;Serv. de prevención del consumo de drogas y de disminución de los riesgos en menores y jóvenes;2416201001;3525
AVENIDA FACULTAD DE VETERINARIA 59;LEON;983 306466;contabilidad@aclad.net;ACLAD, ATENCIÓN INTEGRAL A COLECTIVOS EN RIESGO;TOXICOMANÍAS Y ADICCIONES;927;27.5;Servicio de formación y apoyo para la integración sociolaboral d personas con drogodependencia;2408905008;1048
AVENIDA FACULTAD DE VETERINARIA 59;LEON;983 306466;contabilidad@aclad.net;ACLAD, ATENCIÓN INTEGRAL A COLECTIVOS EN RIESGO;MUJER;928;2.3;Serv.valoración, orientación, planificación caso - situaciones de violencia de género;2408905008;1048
AVENIDA MARIANO ANDRES 22;LEON;91 3645112;fundacion@mensajerosdelapaz.org;FUNDACIÓN MENSAJEROS DE LA PAZ;POBLACIÓN GENERAL;929;31.2;Servicio de provisión inmediata de alimentación;2408903015;1019
CALLE CAMPOS GOTICOS (LOS) 5 ALBERGUE ASOCIACIONES CHF;LEON;666 663364;belenaren@activosyfelices.org;ASOCIACION ACTIVOS Y FELICES;PERSONAS CON DISCAPACIDAD;931;18.1;Servicio de apoyo para la elaboración del proyecto de vida;2408908002;3508
CALLE CAMPOS GOTICOS (LOS) 5 ALBERGUE ASOCIACIONES CHF;LEON;666 663364;belenaren@activosyfelices.org;ASOCIACION ACTIVOS Y FELICES;PERSONAS MAYORES;932;9.3;Servicio de adquisición de competencias para la vida autónoma;2408908002;3508
CALLE PUERTA OBISPO 13;LEON;987 255093;traso1906@gmail.com;ASOCIACIÓN LEONESA DE CARIDAD;INCLUSIÓN SOCIAL;933;1.10;Servicio de información especializada sobre inclusión social;2408910005;1080
CALLE GRAN VIA 4-1º OFICINA 1;LEON;987 230062;adavasleon@adavas.org;ASOCIACIÓN DE AYUDA A VÍCTIMAS DE AGRESIONES SEXUALES Y VIOLENCIA DOMÉSTICA - ADAVAS;MUJER;934;26.12;Serv asistencia letrada/defensa jca mujeres/niñas víctimas agresiones y/o abusos sexuales;2408903010;1014
CALLE GRAN VIA DE SAN MARCOS 4-1º OFICINA 1;LEON;987 230062;adavasleon@adavas.org;ASOCIACIÓN DE AYUDA A VÍCTIMAS DE AGRESIONES SEXUALES Y VIOLENCIA DOMÉSTICA - ADAVAS;MUJER;936;26.8;Serv. Acompañamiento, orientación jurídico social a mujer víctima violencia de género;2408903010;1014
PLAZA SAN MARCELO 6;LEON;987 085003;;DIPUTACIÓN PROVINCIAL DE LEÓN;(FAMILIA);937;10.2;Serv.actuaciones preventivas para familias con hijos/as menores en situación de riesgo;2408903010;1014
CALLE BARAHONA 10,2ºDCHA;LEON;638 794430;leon@accem.es;ACCEM;INCLUSIÓN SOCIAL;945;29.10;Servicio de alojamiento para personas sin hogar;2411503001;1134
CALLE SIERRA PAMBLEY 6;LEON;987 218617;sat@caritasdeleon.org;CARITAS DIOCESANA DE LEÓN;TOXICOMANÍAS Y ADICCIONES;949;2.6;Servicio general de información, orientación, apoyo y seguimiento a personas drogodependientes;2411503001;1134
CALLE FOTOGRAFO PEPE GRACIA S/N;LEON;987 260796;;ASOCIACIÓN DE FAMILIARES DE ENFERMOS DE ALZHEIMER Y OTRAS DEMENCIAS DE LEÓN - (ALZHEIMER-LEÓN);PERSONAS MAYORES;956;9.4;Servicio de promoción de la relación con el entorno;2408908002;3508
PLAZA COLON 19;LEON;987 256612;;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;INFANCIA (Y JUVENTUD);972;30.1;Serv.protección jurídica y ejercicio tutela para la infancia en situación de desamparo;2408902010;1004
CALLE ESTEBAN DE LA PUENTE S/N;PONFERRADA;987 446600;social-director@ponferrada.org;AYUNTAMIENTO DE PONFERRADA;POBLACIÓN GENERAL;990;12.11;Servicio integral de apoyo a las familias en riesgo de desahucio por deuda hipotecaria;2411501008;1112
CALLE BATALLA DE CERIÑOLA 1 BAJO;PONFERRADA;987 210126;administracion@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;PERSONAS CON DISCAPACIDAD;992;27.4;Servicio de apoyo para la integración sociolaboral de las personas con discapacidad;2411502012;1128
CALLE PICONES (LOS) S/N;SAN ANDRES DEL RABANEDO;987 844318;ssociales@aytosanandres.es;AYUNTAMIENTO DE SAN ANDRÉS DEL RABANEDO;(FAMILIA);1004;10.2;Serv.actuaciones preventivas para familias con hijos/as menores en situación de riesgo;2414202013;1188
PLAZA MARIANO TIMON (DE);PALENCIA;670 903890;;AYUNTAMIENTO DE PALENCIA;POBLACIÓN GENERAL;1013;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;3412006002;1441
CALLE BURGOS 1;PALENCIA;979 715100;;DIPUTACIÓN PROVINCIAL DE PALENCIA;(FAMILIA);1015;10.2;Serv.actuaciones preventivas para familias con hijos/as menores en situación de riesgo;3412005006;1430
LUGAR SAN MARTIN DE PERAPERTU;SAN MARTIN DE PERAPERTU;677 072635;;CENTRO NUEVA VIDA;INCLUSIÓN SOCIAL;1033;29.10;Servicio de alojamiento para personas sin hogar;3400402003;1302
CALLE CRUZ ROJA 1;SALAMANCA;923 221032;salamanca@cruzroja.es;CRUZ ROJA ESPAÑOLA;INCLUSIÓN SOCIAL;1062;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;3727405008;1938
CALLE ESPEJO 14;SALAMANCA;923 217410;m.estilita.martin@lasalina.es;DIPUTACIÓN PROVINCIAL DE SALAMANCA;POBLACIÓN GENERAL;1063;31.1;Servicio de distribución coordinada de alimentos;3727404024;1930
CALLE ABOGADOS DE ATOCHA 2;SALAMANCA;983 218453;notificaciones@foremcyl.es;FUNDACION FORMACION Y EMPLEO DE CASTILLA Y LEON (FOREMCYL);INCLUSIÓN SOCIAL;1064;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;3727402001;1869
CALLE MAESTRO SOLER 17-21;SALAMANCA;923 271226;gema.lopez@fundacionadsis.org;FUNDACION ADSIS;INCLUSIÓN SOCIAL;1067;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;3727403009;1897
CALLE JESUS 10, BAJO;SALAMANCA;923 994177;contaco@planbeduso.es;FUNDACIÓN PLAN B EDUCACIÓN SOCIAL;VOLUNTARIADO;1068;1.13;Servicio de información especializada sobre voluntariado;3727403009;1897
CALLE JESUS 10, BAJO;SALAMANCA;923 994177;contacto@planbeduso.es;FUNDACIÓN PLAN B EDUCACIÓN SOCIAL;POBLACIÓN GENERAL;1070;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;3727403009;1897
AVENIDA FEDERICO ANAYA 94, 6º-A;SALAMANCA;923 221032;;CRUZ ROJA ESPAÑOLA;INFANCIA (Y JUVENTUD);1078;29.2;Servicio de atención residencial para la transición de menores de edad a la vida adulta;3727405020;1950
CALLE HORNO 4;VILLAMAYOR;923 471127;administracion@cksenior.es;CK SENIOR GESTIÓN, S.L;PERSONAS MAYORES;1089;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;3735401002;2062
CALLE TRINIDAD 22;CUELLAR;921 143422;info@tierradepinares.es;ASOCIACION HONORSE TIERRA DE PINARES;MUJER;1098;27.3;Servicio de apoyo para la integración sociolaboral de las mujeres en situación de vulnerabi;4006302004;2163
AVENIDA ACUEDUCTO (DEL) 28;SEGOVIA;921 463381;cyl@anar.org;FUNDACION ANAR;INFANCIA (Y JUVENTUD);1119;26.7;Servicio de intervención educativa con menores infractores/as en medio abierto;4019405003;2317
CALLE ANSELMO CARRETERO 15;SEGOVIA;983 219622;;FUNDACION SECRETARIADO GITANO (FSG);INCLUSIÓN SOCIAL;1120;26.16;Servicio de apoyo para la inclusión social;4019407004;2331
CALLE MARQUES DEL ARCO (DEL) 22;SEGOVIA;921 460543;sociales.coordinador@segovia.es;AYUNTAMIENTO DE SEGOVIA;POBLACIÓN GENERAL;1121;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;4019407004;2331
CARRETERA VALDEVILLA 15;SEGOVIA;;segovia@accem.es;ACCEM;INCLUSIÓN SOCIAL;1127;29.10;Servicio de alojamiento para personas sin hogar;4019405003;2317
CALLE INFANTA ISABEL (LA) 16;SEGOVIA;921 461982;;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;POBLACIÓN GENERAL;1132;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;4019401004;2292
CALLE JERONIMO DE ALIAGA 3;SEGOVIA;;segovia@accem.es;ACCEM;INCLUSIÓN SOCIAL;1137;29.10;Servicio de alojamiento para personas sin hogar;4019407004;2331
CALLE COLON 19;ZAMORA;686 123034;asociacionadasci@gmail.com;ASOCIACIÓN PARA EL DESARROLLO, APOYO SOCIAL, COOPERACIÓN E INCLUSIÓN (ADASCI);MUJER;1181;26.9;Servicio de apoyo psicológico a víctimas de violencia de género;4927502006;3442
PLAZA VIRIATO 1;ZAMORA;980 509994;administracion@caritaszamora.org;CARITAS DIOCESANA DE ZAMORA;INCLUSIÓN SOCIAL;1184;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;4927504003;3460
AVENIDA VALLADOLID 9;ZAMORA;653 841774;autismozamora@hotmail.com;ASOCIACIÓN DE PADRES DE PERSONAS CON AUTISMO Y/O TRASTORNO GENERALIZADO DEL DESARROLLO DE LA PROVINCIA DE ZAMORA - AUTISMO ZAMORA-;POBLACIÓN GENERAL;1185;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;4927502017;3453
PLAZA SAN JOSE OBRERO 1;ZAMORA;980 548700;mar.lera@zamora.es;AYUNTAMIENTO DE ZAMORA;INCLUSIÓN SOCIAL;1186;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4927501002;3423
CALLE SAN PEDRO BAUTISTA 5 3º-1ª;AVILA;607 771891;avila@accem.es;ACCEM;INCLUSIÓN SOCIAL;1200;29.10;Servicio de alojamiento para personas sin hogar;0501906012;56
PLAZA SAN FRANCISCO (DE) 3;AVILA;920 224848;castillayleon@cruzroja.es;CRUZ ROJA ESPAÑOLA;PERSONAS MAYORES;1202;9.4;Servicio de promoción de la relación con el entorno;0501906012;56
CALLE BURGOHONDO 9;AVILA;983 218454;notificaciones@foremcyl.es;FUNDACION FORMACION Y EMPLEO DE CASTILLA Y LEON (FOREMCYL);INCLUSIÓN SOCIAL;1203;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0501904014;40
CALLE PASEO DE LA ESTACION 23 5ºA;AVILA;666 532610;avila@accem.es;ACCEM;INCLUSIÓN SOCIAL;1204;29.10;Servicio de alojamiento para personas sin hogar;0501901002;23
CALLE JESUS DEL GRAN PODER 40;AVILA;662 169567;gearaavila@gmail.com;GRUPO ENFERMOS ALCOHÓLICOS RECUPERADOS ABULENSES (GEARA);TOXICOMANÍAS Y ADICCIONES;1205;2.6;Servicio general de información, orientación, apoyo y seguimiento a personas drogodependientes;0501905004;44
CARRETERA DE VICOLOZANO S/N.  (CENTRO PENITENCIARIO DE BRIEVA);BRIEVA;920 221847;caritas.cdavila@caritas.es;CÁRITAS DIOCESANA DE ÁVILA;INCLUSIÓN SOCIAL;1215;26.16;Servicio de apoyo para la inclusión social;0512301001;161
CALLE CORDEL DE EXTREMADURA S/N EDIFICIO MERCADO DE GANADOS;BARCO DE AVILA (EL);920 352732;administracion@asociacionfaema.org;FAEMA SALUD MENTAL ÁVILA;PERSONAS CON DISCAPACIDAD;1216;9.2;Servicio de promoción de hábitos y estilos de vida saludables;0502101001;59
CALLE CORDEL DE EXTREMADURA S/N EDIFICIO MERCADO DE GANADO (CASTILLO TESO);BARCO DE AVILA (EL);920 352732;faemats@asociacionfaema.org;FAEMA SALUD MENTAL ÁVILA;PERSONAS CON DISCAPACIDAD;1217;9.1;Servicio de prevención de la situación de dependencia;0502101001;59
PLAZA SAN AGUSTIN S/N;BURGOS;947 460952;;FUNDACIÓN LESMES;INCLUSIÓN SOCIAL;1253;29.10;Servicio de alojamiento para personas sin hogar;0905903005;392
CALLE RONDA HERMOSA;GALISANCHO;696 824536;patrimar4@hotmail.com;LIMÓN Y MERENGUE, S.L.;PERSONAS MAYORES;1316;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;3733601001;2043
CALLE PEÑITA S/N;MONLERAS;608 756535;escuelacampesinasa@gmail.com;ASOCIACION ESCUELAS CAMPESINAS DE SALAMANCA;PERSONAS MAYORES;1333;28.3;Servicio de atención en centros de día para personas mayores en situación de dependencia;3719801001;1781
CALLE JESUS 10, BAJO;SALAMANCA;923 994177;contacto@planbeduso.es;FUNDACIÓN PLAN B EDUCACIÓN SOCIAL;INFANCIA (Y JUVENTUD);1348;26.3;Servicio de apoyo a jóvenes para la transición a la vida adulta;3727403009;1897
CALLE SANTA CLARA 15 BAJO;SALAMANCA;914 220960;direccioncyl@gitanos.org;FUNDACION SECRETARIADO GITANO (FSG);INCLUSIÓN SOCIAL;1349;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;3727401006;1862
CALLE ALMANSA 11 CENTRO MUNICIPAL LUIS VIVES;SALAMANCA;923 188478;asociaciontas@tas.org.es;ASOCIACIÓN TAS;TOXICOMANÍAS Y ADICCIONES;1350;11.3;Serv. de prevención del consumo de drogas y de disminución de los riesgos en menores y jóvenes;3727402006;1874
CALLE TESO DE LA FERIA 9;SALAMANCA;968 344344;administracion@diagrama.org;FUNDACION DIAGRAMA - INTERVENCION PSICOSOCIAL;(FAMILIA);1352;12.7;Servicio de apoyo personal y familiar para las víctimas de violencia de género;3727403009;1897
CALLE ARCO 2 2º F;SALAMANCA;923 211900;info@asociacionplazamayor.es;ASOCIACIÓN DE MUJERES DE SALAMANCA PLAZA MAYOR;MUJER;1354;26.12;Serv asistencia letrada/defensa jca mujeres/niñas víctimas agresiones y/o abusos sexuales;3727401006;1862
CALLE PLATEROS 19;SALAMANCA;923 240829;bienvenido@assecal.org;ASECAL;(FAMILIA);1356;12.10;Servicio de apoyo familiar para la inclusión social;3727404009;1916
CALLE SANTIAGO 1;SALAMANCA;923 219511;correo@casaescuelasantiagouno.es;CASA ESCUELAS PIAS SANTIAGO UNO (PP ESCOLAPIOS) DE SALAMANCA;INCLUSIÓN SOCIAL;1357;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;3727403009;1897
CALLE PEÑA PRIMERA 19;SALAMANCA;923 279163;ssociales@aytosalamanca.es;AYUNTAMIENTO DE SALAMANCA;POBLACIÓN GENERAL;1358;12.11;Servicio integral de apoyo a las familias en riesgo de desahucio por deuda hipotecaria;3727401006;1862
CALLE TOLEDO 13. BAJO;SALAMANCA;699 545607;aparedsalamanca@hotmail.com;ASOCIACION PARA LA PREVENCION, AYUDA Y READAPTACION DE ENFERMOS DROGODEPENDIENTES. APARED;TOXICOMANÍAS Y ADICCIONES;1363;2.6;Servicio general de información, orientación, apoyo y seguimiento a personas drogodependientes;3727405008;1938
CALLE JESUS 10, BAJO;SALAMANCA;923 994177;Roberto Muñoz Alonso;FUNDACIÓN PLAN B EDUCACIÓN SOCIAL;INFANCIA (Y JUVENTUD);1366;26.1;Servicio de apoyo técnico a la infancia para su protección;3727403009;1897
